Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
2019-08-17,306,1900-01-01 03:22:00,Saturday,Roncy and Howard Park,Investigation,7.0,14.0,S/B,4024.0
2019-08-17,301,1900-01-01 04:49:00,Saturday,Queen ./ Jarvis,Mechanical,12.0,24.0,E/B,4487.0
2019-08-17,512,1900-01-01 05:52:00,Saturday,St Clair and Yonge,Mechanical,10.0,20.0,W/B,4422.0
2019-08-17,501,1900-01-01 07:17:00,Saturday,Queen / Sherbourne,Investigation,8.0,16.0,W/B,4523.0
2019-08-17,501,1900-01-01 08:41:00,Saturday,Brodview to Neville,General Delay,9.0,15.0,E/B,
2019-08-17,512,1900-01-01 08:57:00,Saturday,St Clair and Yonge,Emergency Services,4.0,10.0,W/B,4504.0
2019-08-17,506,1900-01-01 09:36:00,Saturday,Kingsmount and Gerrard,Mechanical,20.0,28.0,W/B,4048.0
2019-08-17,510,1900-01-01 09:44:00,Saturday,Queeys Quay  York,Emergency Services,16.0,25.0,W/B,4553.0
2019-08-17,501,1900-01-01 11:05:00,Saturday,Queen / Connaught,Mechanical,6.0,12.0,W/B,4446.0
2019-08-17,506,1900-01-01 11:20:00,Saturday,Woodbine and Gerrard,Mechanical,24.0,32.0,W/B,4184.0
2019-08-17,506,1900-01-01 11:41:00,Saturday,Carlton and Church,Investigation,12.0,20.0,E/B,4100.0
2019-08-17,511,1900-01-01 12:05:00,Saturday,Bathurst and King,Late Leaving Garage,6.0,11.0,N/B,4413.0
2019-08-17,511,1900-01-01 12:25:00,Saturday,CNE Loop,Investigation,4.0,8.0,W/B,4443.0
2019-08-17,504,1900-01-01 12:28:00,Saturday,King and Parliament,Held By,27.0,32.0,E/B,4494.0
2019-08-17,504,1900-01-01 12:30:00,Saturday,Parliament and King,Held By,31.0,40.0,W/B,4561.0
2019-08-17,501,1900-01-01 12:58:00,Saturday,Broadview and Queen,Mechanical,6.0,12.0,W/B,4448.0
2019-08-17,506,1900-01-01 14:06:00,Saturday,College and Yonge,Held By,7.0,15.0,E/B,4042.0
2019-08-17,501,1900-01-01 14:44:00,Saturday,Yonge and Queen,Diversion,54.0,59.0,W/B,4458.0
2019-08-17,501,1900-01-01 15:40:00,Saturday,Spadina and King,Investigation,5.0,10.0,S/B,4458.0
2019-08-17,505,1900-01-01 16:02:00,Saturday,Agusta,Investigation,4.0,8.0,W/B,8595.0
2019-08-17,504,1900-01-01 16:30:00,Saturday,Broadview Stn,Held By,14.0,20.0,E/B,4507.0
2019-08-17,504,1900-01-01 16:48:00,Saturday,Broadview and Queen,Mechanical,6.0,7.0,E/B,4487.0
2019-08-17,505,1900-01-01 16:55:00,Saturday,Gerrard,Investigation,4.0,8.0,S/B,1042.0
2019-08-17,505,1900-01-01 20:15:00,Saturday,DWS,Emergency Services,5.0,10.0,E/B,1040.0
2019-08-17,504,1900-01-01 20:51:00,Saturday,Dufferin Loop,Mechanical,9.0,17.0,E/B,4444.0
2019-08-17,501,1900-01-01 22:23:00,Saturday,McCaul and Queen,Held By,21.0,28.0,W/B,4523.0
2019-08-17,501,1900-01-01 22:54:00,Saturday,Longbranch & lakeshore,Mechanical,4.0,9.0,E/B,4450.0
2019-08-18,504,1900-01-01 00:20:00,Sunday,Bathurst and King,Utilized Off Route,10.0,20.0,E/B,4479.0
2019-08-18,505,1900-01-01 06:44:00,Sunday,Langley Ave,Mechanical,6.0,12.0,W/B,1010.0
2019-08-18,512,1900-01-01 09:32:00,Sunday,Old Weston and St Clair,Investigation,77.0,84.0,W/B,4499.0
2019-08-18,505,1900-01-01 09:39:00,Sunday,DWS,Utilized Off Route,5.0,10.0,E/B,3121.0
2019-08-18,510,1900-01-01 12:24:00,Sunday,Dundas,Mechanical,32.0,36.0,S/B,4503.0
2019-08-18,501,1900-01-01 13:40:00,Sunday,Queen and Victoria,Investigation,9.0,15.0,E/B,4508.0
2019-08-18,512,1900-01-01 13:40:00,Sunday,St Clair West,Held By,11.0,18.0,W/B,4443.0
2019-08-18,506,1900-01-01 14:45:00,Sunday,Gerrard and Jones,Held By,24.0,31.0,B/W,4176.0
2019-08-18,501,1900-01-01 15:25:00,Sunday,Queen and Spadina,Diversion,8.0,14.0,E/B,4456.0
2019-08-18,501,1900-01-01 16:39:00,Sunday,Richmond and Bay,Held By,40.0,46.0,W/B,4494.0
2019-08-18,506,1900-01-01 17:13:00,Sunday,Gerrard and Broadview,Held By,6.0,13.0,B/W,4178.0
2019-08-18,504,1900-01-01 22:14:00,Sunday,King and Spadina,Mechanical,10.0,20.0,W/B,4560.0
2019-08-18,510,1900-01-01 23:11:00,Sunday,King and Spadina,Mechanical,7.0,15.0,E/B,4553.0
2019-08-19,510,1900-01-01 05:05:00,Monday,Bathurst & Spadina,Held By,2.0,17.0,S/B,4557.0
2019-08-19,504,1900-01-01 06:01:00,Monday,King and Niagara,Emergency Services,5.0,18.0,E/B,4413.0
2019-08-19,511,1900-01-01 06:58:00,Monday,Bathurst & King,Late Leaving Garage,6.0,11.0,S/B,4515.0
2019-08-19,512,1900-01-01 07:23:00,Monday,St Clair Station,Mechanical,7.0,14.0,W/B,4488.0
2019-08-19,505,1900-01-01 07:49:00,Monday,Mt.Dennis Garage,Late Leaving Garage,4.0,8.0,W/B,
2019-08-19,510,1900-01-01 07:51:00,Monday,Queens Quay / Spadina,Investigation,6.0,12.0,E/B,4555.0
2019-08-19,506,1900-01-01 08:00:00,Monday,High Park Loop,Mechanical,5.0,11.0,W/B,4081.0
2019-08-19,505,1900-01-01 08:07:00,Monday,Dundas and ontario,Investigation,5.0,10.0,E/B,1549.0
2019-08-19,512,1900-01-01 08:07:00,Monday,Keele / St Clair,Held By,6.0,12.0,B/W,4535.0
2019-08-19,504,1900-01-01 09:00:00,Monday,King and Dufferin,Diversion,0.0,0.0,W/B,
2019-08-19,511,1900-01-01 10:19:00,Monday,Bathurst and front,General Delay,10.0,16.0,N/B,4574.0
2019-08-19,505,1900-01-01 11:04:00,Monday,dundas west station,Mechanical,5.0,10.0,W/B,1117.0
2019-08-19,505,1900-01-01 12:07:00,Monday,Dundas and Dufferin,Investigation,5.0,10.0,W/B,3144.0
2019-08-19,501,1900-01-01 13:18:00,Monday,Queen & Woodfield,Mechanical,7.0,14.0,W/B,4473.0
2019-08-19,501,1900-01-01 13:47:00,Monday,Queensway and South Kingsway,Mechanical,9.0,15.0,E/B,4509.0
2019-08-19,510,1900-01-01 14:41:00,Monday,Bathurst Station,Mechanical,5.0,9.0,N/B,4530.0
2019-08-19,506,1900-01-01 17:52:00,Monday,Gerrard and Broadview,Mechanical,23.0,35.0,E/B,4074.0
2019-08-19,504,1900-01-01 19:40:00,Monday,King/spadina,Investigation,6.0,12.0,E/B,4520.0
2019-08-19,510,1900-01-01 19:43:00,Monday,Spadina Station,Mechanical,8.0,16.0,S/B,4557.0
2019-08-19,511,1900-01-01 20:44:00,Monday,fleet loop,Held By,6.0,11.0,S/B,4553.0
2019-08-19,509,1900-01-01 20:44:00,Monday,fleet loop,Held By,5.0,11.0,W/B,4493.0
2019-08-20,504,1900-01-01 01:42:00,Tuesday,King and Queen,Emergency Services,10.0,20.0,W/B,4462.0
2019-08-20,505,1900-01-01 05:12:00,Tuesday,Broadview Station,Mechanical,5.0,10.0,E/B,8560.0
2019-08-20,504,1900-01-01 09:00:00,Tuesday,King and Dufferin,Diversion,0.0,0.0,W/B,
2019-08-20,50,1900-01-01 09:50:00,Tuesday,Dundas and Spadina,Emergency Services,5.0,10.0,E/B,1359.0
2019-08-20,501,1900-01-01 10:07:00,Tuesday,Lakeshore / Parklawn,Mechanical,8.0,16.0,W/B,4071.0
2019-08-20,506,1900-01-01 10:50:00,Tuesday,Gerrard and Woodfield,Held By,6.0,11.0,E/B,4187.0
2019-08-20,504,1900-01-01 11:01:00,Tuesday,Roncesvalles and Galley,Held By,16.0,23.0,S/B,4456.0
2019-08-20,501,1900-01-01 12:20:00,Tuesday,Queen / Kingston,Mechanical,6.0,12.0,E/B,4507.0
2019-08-20,509,1900-01-01 13:49:00,Tuesday,Queens Quay and Bathurst,Mechanical,1.0,1.0,W/B,4488.0
2019-08-20,501,1900-01-01 13:50:00,Tuesday,Queen & Woodfield,Mechanical,7.0,14.0,E/B,4572.0
2019-08-20,705,1900-01-01 14:30:00,Tuesday,Leslie Barns,Late Leaving Garage,1.0,1.0,W/B,4525.0
2019-08-20,506,1900-01-01 14:43:00,Tuesday,Gerrard and Woodbine,Mechanical,6.0,12.0,W/B,4069.0
2019-08-20,705,1900-01-01 14:45:00,Tuesday,Leslie Barns,Late Leaving Garage,1.0,1.0,W/B,4483.0
2019-08-20,504,1900-01-01 15:20:00,Tuesday,Broadview/Queen,Held By,6.0,12.0,W/B,4490.0
2019-08-20,505,1900-01-01 17:56:00,Tuesday,DWS,Mechanical,5.0,10.0,E/B,1003.0
2019-08-20,506,1900-01-01 18:32:00,Tuesday,Dundas and Howard Park,Mechanical,1.0,2.0,W/B,4108.0
2019-08-20,501,1900-01-01 19:06:00,Tuesday,Queen & John,Investigation,,14.0,W/B,7918.0
2019-08-20,506,1900-01-01 19:13:00,Tuesday,Carlton and Jarvis,Mechanical,7.0,14.0,W/B,4184.0
2019-08-20,501,1900-01-01 19:26:00,Tuesday,Queen & Spadina,Mechanical,18.0,25.0,W/B,4441.0
2019-08-20,506,1900-01-01 19:38:00,Tuesday,Gerrard and Coxwell,Mechanical,6.0,12.0,E/B,4050.0
2019-08-20,506,1900-01-01 20:11:00,Tuesday,College and Bay,Mechanical,62.0,69.0,W/B,4135.0
2019-08-20,510,1900-01-01 20:22:00,Tuesday,Spadina and Dundas,Utilized Off Route,4.0,8.0,N/B,4518.0
2019-08-20,510,1900-01-01 20:22:00,Tuesday,Spadina and Willcocks,Utilized Off Route,4.0,8.0,S/B,4495.0
2019-08-20,505,1900-01-01 20:48:00,Tuesday,Parliament,Utilized Off Route,5.0,10.0,W/B,8491.0
2019-08-20,506,1900-01-01 20:53:00,Tuesday,College and Grace,Held By,11.0,18.0,E/B,4164.0
2019-08-20,506,1900-01-01 21:10:00,Tuesday,spadina/college,Mechanical,7.0,14.0,W/B,4146.0
2019-08-20,512,1900-01-01 21:15:00,Tuesday,St. Clair Station,Mechanical,7.0,14.0,W/B,4541.0
2019-08-21,501,1900-01-01 00:04:00,Wednesday,Queen and Tecumseth,Mechanical,3.0,6.0,E/B,4103.0
2019-08-21,504,1900-01-01 05:36:00,Wednesday,King and Parliament,Mechanical,12.0,18.0,W/B,4474.0
2019-08-21,501,1900-01-01 06:46:00,Wednesday,Queen / Scarboro Beach,Mechanical,8.0,16.0,W/B,4068.0
2019-08-21,505,1900-01-01 08:17:00,Wednesday,Dundas and Kenisgtion,Mechanical,5.0,10.0,W/B,1107.0
2019-08-21,501,1900-01-01 08:27:00,Wednesday,Queensquey and queen,Utilized Off Route,6.0,12.0,E/B,7918.0
2019-08-21,501,1900-01-01 09:41:00,Wednesday,Sunnyside Loop,Utilized Off Route,6.0,12.0,E/B,8911.0
2019-08-21,501,1900-01-01 09:56:00,Wednesday,Queen / Shaw,Investigation,6.0,12.0,W/B,4546.0
2019-08-21,510,1900-01-01 14:20:00,Wednesday,Spadina Loop,Investigation,4.0,8.0,S/B,4415.0
2019-08-21,502,1900-01-01 16:09:00,Wednesday,Queen and Leslie,Mechanical,12.0,24.0,E/B,3137.0
2019-08-21,505,1900-01-01 16:13:00,Wednesday,Dundas west Stn.,Mechanical,4.0,8.0,E/B,8946.0
2019-08-21,501,1900-01-01 16:44:00,Wednesday,Humber Loop,Mechanical,10.0,20.0,W/B,4079.0
2019-08-21,504,1900-01-01 16:54:00,Wednesday,King/Dufferin,Mechanical,6.0,12.0,E/B,4573.0
2019-08-21,505,1900-01-01 17:44:00,Wednesday,Dundas West,Mechanical,4.0,8.0,E/B,1138.0
2019-08-21,505,1900-01-01 17:48:00,Wednesday,Broadview and Dundas,Investigation,4.0,8.0,S/B,1086.0
2019-08-21,501,1900-01-01 17:54:00,Wednesday,Humber Loop,Utilized Off Route,10.0,20.0,W/B,4048.0
2019-08-21,501,1900-01-01 17:57:00,Wednesday,Long Branch & Browns Line.,Mechanical,10.0,20.0,W/B,4098.0
2019-08-21,504,1900-01-01 18:55:00,Wednesday,Roncesvalles/Queen,Held By,6.0,12.0,E/B,4435.0
2019-08-21,510,1900-01-01 19:13:00,Wednesday,Charolette Loop,Mechanical,4.0,8.0,S/B,4480.0
2019-08-21,501,1900-01-01 20:10:00,Wednesday,Queen & Peter,Held By,8.0,15.0,W/B,4428.0
2019-08-21,504,1900-01-01 20:43:00,Wednesday,King and Dufferin,Emergency Services,8.0,16.0,W/B,4422.0
2019-08-21,504,1900-01-01 22:30:00,Wednesday,King and Spadina,Mechanical,10.0,20.0,E/B,4458.0
2019-08-21,509,1900-01-01 22:36:00,Wednesday,q.quay/rees,Emergency Services,16.0,21.0,E/B,4493.0
2019-08-21,510,1900-01-01 22:44:00,Wednesday,Queen's Quay and Spadina,Emergency Services,18.0,26.0,E/B,4458.0
2019-08-22,501,1900-01-01 07:56:00,Thursday,Queen / Leslie,Mechanical,6.0,12.0,E/B,4528.0
2019-08-22,510,1900-01-01 09:00:00,Thursday,Spadina Queens Quay,General Delay,1.0,1.0,E/B,4554.0
2019-08-22,504,1900-01-01 09:00:00,Thursday,King and Dufferin,Diversion,0.0,0.0,W/B,
2019-08-22,510,1900-01-01 09:45:00,Thursday,Spadina Queens Quay,Investigation,1.0,1.0,S/B,4469.0
2019-08-22,511,1900-01-01 11:13:00,Thursday,Bathurst and College,Held By,9.0,16.0,S/B,4538.0
2019-08-22,505,1900-01-01 11:19:00,Thursday,Dundas and dovercourt,Mechanical,1.0,1.0,W/B,1048.0
2019-08-22,501,1900-01-01 11:37:00,Thursday,Neville Loop,Mechanical,6.0,12.0,W/B,4455.0
2019-08-22,506,1900-01-01 13:05:00,Thursday,Gerrard and Coxwell,Mechanical,5.0,11.0,E/B,4193.0
2019-08-22,506,1900-01-01 14:30:00,Thursday,College and Bay,Mechanical,6.0,11.0,W/B,4069.0
2019-08-22,506,1900-01-01 15:24:00,Thursday,Bay and College,General Delay,231.0,237.0,B/W,4071.0
2019-08-22,505,1900-01-01 16:16:00,Thursday,Parliament and Dundas,Utilized Off Route,4.0,8.0,W/B,8520.0
2019-08-22,506,1900-01-01 16:31:00,Thursday,Queen and Parliament,Investigation,6.0,12.0,E/B,4127.0
2019-08-22,505,1900-01-01 16:54:00,Thursday,Broadview Stn,Utilized Off Route,4.0,5.0,W/B,1099.0
2019-08-22,504,1900-01-01 17:30:00,Thursday,Church-Dundas w stn.,General Delay,0.0,0.0,B/W,
2019-08-22,511,1900-01-01 17:32:00,Thursday,Bathurst and Niagara,Held By,7.0,13.0,N/B,4458.0
2019-08-22,510,1900-01-01 18:41:00,Thursday,Spadina and Queen,Mechanical,4.0,8.0,S/B,4453.0
2019-08-22,504,1900-01-01 18:52:00,Thursday,King/Bay,Held By,8.0,14.0,W/B,4521.0
2019-08-22,501,1900-01-01 19:03:00,Thursday,Lakeshore & 31ST,Investigation,290.0,299.0,E/B,8045.0
2019-08-22,504,1900-01-01 22:25:00,Thursday,Roncesvalles and Howard Park,General Delay,15.0,25.0,S/B,4573.0
2019-08-22,506,1900-01-01 22:33:00,Thursday,Lansdowne and Dundas,Investigation,5.0,10.0,W/B,4169.0
2019-08-23,505,1900-01-01 00:03:00,Friday,Dundas st and Lansdowne Av,Investigation,11.0,22.0,W/B,1054.0
2019-08-23,304,1900-01-01 02:47:00,Friday,Broadview Station,Mechanical,15.0,30.0,S/B,4573.0
2019-08-23,304,1900-01-01 03:04:00,Friday,Broadview Station,Mechanical,15.0,30.0,S/B,4509.0
2019-08-23,501,1900-01-01 04:56:00,Friday,Leslie & Queen,Mechanical,8.0,16.0,W/B,4519.0
2019-08-23,501,1900-01-01 04:57:00,Friday,Leslie & Queen,Late Leaving Garage,0.0,0.0,E/B,4528.0
2019-08-23,509,1900-01-01 05:04:00,Friday,Bathurst & Fleet,Mechanical,0.0,0.0,W/B,4507.0
2019-08-23,510,1900-01-01 05:05:00,Friday,Spadina & King,Late Leaving Garage,4.0,19.0,N/B,4467.0
2019-08-23,505,1900-01-01 08:16:00,Friday,Dundas west station,Mechanical,5.0,10.0,E/B,8961.0
2019-08-23,805,1900-01-01 08:21:00,Friday,Queen and church,Mechanical,1.0,1.0,S/B,4503.0
2019-08-23,501,1900-01-01 08:34:00,Friday,Humber Loop,Mechanical,9.0,18.0,E/B,4079.0
2019-08-23,510,1900-01-01 09:00:00,Friday,Union Station,General Delay,1.0,1.0,S/B,4447.0
2019-08-23,504,1900-01-01 09:00:00,Friday,King and Dufferin,Diversion,0.0,0.0,W/B,
2019-08-23,504,1900-01-01 09:53:00,Friday,King and Jameson,Mechanical,6.0,11.0,W/B,4542.0
2019-08-23,506,1900-01-01 10:00:00,Friday,College and Yonge,Emergency Services,15.0,21.0,E/B,4124.0
2019-08-23,511,1900-01-01 10:16:00,Friday,Cne loop,Mechanical,1.0,1.0,N/B,4506.0
2019-08-23,505,1900-01-01 10:23:00,Friday,Broadview station,Mechanical,1.0,1.0,E/B,3151.0
2019-08-23,505,1900-01-01 10:31:00,Friday,Dundas and chestnut,Investigation,5.0,10.0,W/B,8501.0
2019-08-23,502,1900-01-01 11:16:00,Friday,Queen and Jarvis,Investigation,10.0,20.0,E/B,8541.0
2019-08-23,510,1900-01-01 11:32:00,Friday,Spadina Station,Overhead - Pantograph,12.0,16.0,N/B,4516.0
2019-08-23,504,1900-01-01 13:21:00,Friday,Dundas w stn,Investigation,19.0,27.0,B/W,4415.0
2019-08-23,501,1900-01-01 13:30:00,Friday,Humber Loop,Mechanical,7.0,14.0,E/B,4518.0
2019-08-23,511,1900-01-01 15:13:00,Friday,Bathurst and Front,Held By,34.0,40.0,N/B,4508.0
2019-08-23,506,1900-01-01 15:17:00,Friday,Jones & Gerrard,Mechanical,6.0,12.0,E/B,4108.0
2019-08-23,502,1900-01-01 16:35:00,Friday,Bingham Loop,Emergency Services,13.0,11.0,E/B,3110.0
2019-08-23,501,1900-01-01 16:36:00,Friday,Queen & Shaw.,Mechanical,7.0,14.0,E/B,4561.0
2019-08-23,511,1900-01-01 16:45:00,Friday,Dundas and Bathurst,Held By,49.0,49.0,S/B,4547.0
2019-08-23,504,1900-01-01 17:30:00,Friday,Curch-Dundas W stn,General Delay,10.0,16.0,B/W,
2019-08-23,512,1900-01-01 19:00:00,Friday,St. Clair and Avenue Rd.,Mechanical,4.0,8.0,E/B,4563.0
2019-08-23,511,1900-01-01 19:02:00,Friday,Fleet Loop,Emergency Services,4.0,8.0,N/B,4445.0
2019-08-23,505,1900-01-01 19:56:00,Friday,Broadview Stn.,Mechanical,6.0,12.0,W/B,1576.0
2019-08-23,504,1900-01-01 21:14:00,Friday,Dundas west ststion,Mechanical,8.0,17.0,S/B,4417.0
2019-08-23,501,1900-01-01 22:39:00,Friday,Kipling Loop,Emergency Services,15.0,21.0,W/B,4561.0
2019-08-23,510,1900-01-01 23:37:00,Friday,Spadina Loop,Investigation,8.0,16.0,W/B,4455.0
2019-08-24,301,1900-01-01 02:17:00,Saturday,Russell Yard w/b track,Emergency Services,23.0,33.0,W/B,4428.0
2019-08-24,301,1900-01-01 02:49:00,Saturday,Queen and Ossington,Investigation,15.0,30.0,W/B,4469.0
2019-08-24,501,1900-01-01 03:51:00,Saturday,Queen Street East  Parliament,Overhead - Pantograph,1.0,1.0,N/B,4530.0
2019-08-24,504,1900-01-01 04:13:00,Saturday,Lakeshore/1st,Investigation,22.0,37.0,E/B,4521.0
2019-08-24,506,1900-01-01 08:22:00,Saturday,College and Dufferin,Mechanical,8.0,16.0,W/B,4011.0
2019-08-24,501,1900-01-01 08:48:00,Saturday,Queen/Bathurst,Investigation,26.0,33.0,W/B,4532.0
2019-08-24,512,1900-01-01 08:48:00,Saturday,Bathurst and Queen,Held By,5.0,10.0,B/W,4557.0
2019-08-24,511,1900-01-01 08:49:00,Saturday,Bahurst Queen St West,Held By,28.0,14.0,S/B,4507.0
2019-08-24,510,1900-01-01 09:14:00,Saturday,Union Station,Diversion,1.0,1.0,S/B,4421.0
2019-08-24,505,1900-01-01 09:50:00,Saturday,Bloor St West and Bedford.,Mechanical,6.0,12.0,E/B,1004.0
2019-08-24,512,1900-01-01 10:55:00,Saturday,Avenue and St Clair,Held By,133.0,138.0,W/B,4557.0
2019-08-24,505,1900-01-01 12:30:00,Saturday,Broadview Station,Mechanical,6.0,12.0,W/B,3146.0
2019-08-24,505,1900-01-01 14:58:00,Saturday,Bathurst Street,Investigation,5.0,10.0,W/B,8566.0
2019-08-24,504,1900-01-01 15:37:00,Saturday,Carlaw and Queen,Investigation,6.0,13.0,E/B,4413.0
2019-08-24,501,1900-01-01 17:29:00,Saturday,Queen Street East Caroline,Investigation,16.0,22.0,E/B,4447.0
2019-08-24,504,1900-01-01 17:57:00,Saturday,Spadina and King,Investigation,27.0,27.0,S/B,4529.0
2019-08-24,510,1900-01-01 17:57:00,Saturday,King,Held By,19.0,23.0,S/B,4514.0
2019-08-24,510,1900-01-01 18:15:00,Saturday,Sussex,Emergency Services,9.0,13.0,S/B,4508.0
2019-08-24,505,1900-01-01 18:41:00,Saturday,DWS,Mechanical,5.0,10.0,W/B,8498.0
2019-08-24,505,1900-01-01 18:57:00,Saturday,DWS,Mechanical,5.0,10.0,E/B,1092.0
2019-08-24,512,1900-01-01 22:56:00,Saturday,Laughton and St Clair,Investigation,10.0,19.0,E/B,4479.0
2019-08-25,504,1900-01-01 00:42:00,Sunday,Roncesvalles and King,Mechanical,19.0,29.0,E/B,4539.0
2019-08-25,301,1900-01-01 03:50:00,Sunday,Longbranch Loop,Emergency Services,16.0,31.0,W/B,4468.0
2019-08-25,505,1900-01-01 09:05:00,Sunday,Dundas Sherbourne,Mechanical,6.0,12.0,W/B,3154.0
2019-08-25,510,1900-01-01 09:15:00,Sunday,Union Station,Diversion,1.0,1.0,S/B,4534.0
2019-08-25,510,1900-01-01 11:43:00,Sunday,Spadina Station,Investigation,1.0,1.0,S/B,4463.0
2019-08-25,506,1900-01-01 12:15:00,Sunday,Gerrard and Broadview,Mechanical,8.0,16.0,E/B,4186.0
2019-08-25,506,1900-01-01 12:32:00,Sunday,Gerrard and Broadview,Investigation,8.0,16.0,E/B,4081.0
2019-08-25,501,1900-01-01 13:26:00,Sunday,Humber Loop,Emergency Services,6.0,12.0,E/B,4453.0
2019-08-25,501,1900-01-01 13:35:00,Sunday,Queen / Kingston,Mechanical,6.0,12.0,E/B,4512.0
2019-08-25,501,1900-01-01 14:48:00,Sunday,Humber Loop,Mechanical,59.0,69.0,E/B,4169.0
2019-08-25,504,1900-01-01 14:59:00,Sunday,King and Shaw,Overhead - Pantograph,1.0,1.0,E/B,4559.0
2019-08-25,504,1900-01-01 15:17:00,Sunday,Queen and Sumach,Overhead - Pantograph,14.0,23.0,E/B,4421.0
2019-08-25,501,1900-01-01 15:21:00,Sunday,Queen / Parliament,Overhead - Pantograph,23.0,29.0,E/B,4511.0
2019-08-25,505,1900-01-01 15:22:00,Sunday,Broadview Station,Mechanical,6.0,12.0,W/B,8541.0
2019-08-25,501,1900-01-01 15:32:00,Sunday,Queen / Yonge,Held By,16.0,22.0,W/B,4448.0
2019-08-25,506,1900-01-01 15:35:00,Sunday,High Park Loop,Mechanical,6.0,12.0,E/B,4050.0
2019-08-25,505,1900-01-01 15:52:00,Sunday,Grace Street,Investigation,6.0,12.0,E/B,1021.0
2019-08-25,506,1900-01-01 18:10:00,Sunday,Coxwell and Gerrard,Investigation,29.0,35.0,E/B,4193.0
2019-08-25,505,1900-01-01 18:17:00,Sunday,Gerrard Street,Utilized Off Route,6.0,12.0,E/B,1115.0
2019-08-25,504,1900-01-01 18:46:00,Sunday,Entire Line,General Delay,,,B/W,
2019-08-25,506,1900-01-01 20:01:00,Sunday,College and Lansdown,Investigation,10.0,20.0,E/B,4164.0
2019-08-25,510,1900-01-01 20:43:00,Sunday,King,Held By,7.0,12.0,N/B,4543.0
2019-08-25,505,1900-01-01 22:52:00,Sunday,Broadview Station,Mechanical,10.0,20.0,E/B,1380.0
2019-08-25,504,1900-01-01 23:05:00,Sunday,Roncesvalles and Howard Park,Emergency Services,60.0,70.0,N/B,4444.0
2019-08-25,501,1900-01-01 23:06:00,Sunday,Queen St E and Woodfield Rd,Investigation,10.0,20.0,W/B,4458.0
2019-08-26,501,1900-01-01 00:51:00,Monday,humber Loop,Investigation,12.0,24.0,E/B,4500.0
2019-08-26,304,1900-01-01 01:51:00,Monday,Dundas West Station,Emergency Services,15.0,30.0,S/B,4528.0
2019-08-26,504,1900-01-01 05:43:00,Monday,King and Church,Mechanical,112.0,117.0,E/B,4425.0
2019-08-26,505,1900-01-01 05:55:00,Monday,Broadview station,Utilized Off Route,5.0,10.0,W/B,8500.0
2019-08-26,502,1900-01-01 06:01:00,Monday,Queen and Duncon,Utilized Off Route,12.0,24.0,E/B,8444.0
2019-08-26,502,1900-01-01 06:21:00,Monday,Kingston and Dundas,Mechanical,12.0,24.0,E/B,8580.0
2019-08-26,506,1900-01-01 07:00:00,Monday,Gerrard and Coxwell,Mechanical,8.0,15.0,E/B,4053.0
2019-08-26,506,1900-01-01 07:10:00,Monday,Queensway Garage,Late Leaving Garage,8.0,16.0,E/B,7942.0
2019-08-26,510,1900-01-01 09:00:00,Monday,Spadina and Queens Quay,Diversion,0.0,0.0,S/B,
2019-08-26,501,1900-01-01 09:02:00,Monday,Queen / Church,Mechanical,8.0,16.0,E/B,7917.0
2019-08-26,509,1900-01-01 09:23:00,Monday,QueensQuay and Dan Leckie,Mechanical,8.0,15.0,W/B,4427.0
2019-08-26,504,1900-01-01 11:20:00,Monday,Queen and King,Investigation,7.0,14.0,W/B,4488.0
2019-08-26,505,1900-01-01 12:03:00,Monday,Dundas west station,Mechanical,5.0,10.0,E/B,1265.0
2019-08-26,505,1900-01-01 12:56:00,Monday,Broadview station,Mechanical,5.0,10.0,W/B,8501.0
2019-08-26,501,1900-01-01 13:28:00,Monday,Queen & Church,Emergency Services,7.0,14.0,E/B,4454.0
2019-08-26,511,1900-01-01 14:29:00,Monday,Queen Street,Diversion,35.0,41.0,S/B,4419.0
2019-08-26,504,1900-01-01 15:21:00,Monday,Leslie Barns,Late Leaving Garage,6.0,12.0,W/B,4509.0
2019-08-26,506,1900-01-01 16:45:00,Monday,Gerrard and Woodfield,Held By,555.0,561.0,B/W,4193.0
2019-08-26,506,1900-01-01 16:45:00,Monday,gerrard/woodfield,Diversion,1.0,2.0,B/W,4193.0
2019-08-26,505,1900-01-01 16:58:00,Monday,Gerrard Street,Investigation,5.0,10.0,E/B,1114.0
2019-08-26,505,1900-01-01 17:20:00,Monday,Broadview Station,Utilized Off Route,5.0,10.0,W/B,1415.0
2019-08-26,503,1900-01-01 17:28:00,Monday,Bingham Loop,Mechanical,12.0,24.0,W/B,8964.0
2019-08-26,501,1900-01-01 18:28:00,Monday,lakeshore/luisa,Investigation,30.0,40.0,W/B,4068.0
2019-08-26,504,1900-01-01 19:19:00,Monday,Roncesvalles/Queen,Mechanical,8.0,14.0,W/B,4535.0
2019-08-26,501,1900-01-01 19:21:00,Monday,Queen and Parliament,Mechanical,7.0,14.0,E/B,4435.0
2019-08-26,501,1900-01-01 21:00:00,Monday,Longbranch Loop,Mechanical,9.0,18.0,E/B,4187.0
2019-08-26,510,1900-01-01 21:47:00,Monday,Spadina and Willcocks,Emergency Services,1.0,1.0,N/B,4523.0
2019-08-26,501,1900-01-01 23:09:00,Monday,Queen and Broadview,Emergency Services,10.0,20.0,W/B,4546.0
